Time,ROS secs,ROS nsecs,________p_x________,________p_y________,________p_z________,________q_x________,________q_y________,________q_z________,________q_w________,gripper_position,gripper_force,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2
1,1698167047,550521928,0.6591751305715946,-0.03280465333055543,-0.15204613386562116,0.0018874380277708936,0.9981444922309134,-0.0301052967190288,0.05289311218148186,95.77922058105469,0.0,1.3441506653845938,-0.6266311518511916,-0.19558255045539025,1.6083788560978562,0.10507768397015084,0.5238544390628688,0.37160684586524145
101,1698167047,650517444,0.6577090544042106,-0.032089675380731715,-0.15278747576662477,0.001093402272922086,0.9982003078400551,-0.03031132422933619,0.05173174579456126,95.77922058105469,0.0,1.345301150975508,-0.6254806662602774,-0.19481556006144754,1.6083788560978562,0.10507768397015084,0.5250049246537829,0.37160684586524145
201,1698167047,750516567,0.6578328397488465,-0.03266791140449994,-0.15262702631407873,0.0012344554164366763,0.9981798529138092,-0.030620959018201856,0.05194048734462234,95.77922058105469,0.0,1.3456846461724792,-0.6258641614572488,-0.19596604565236161,1.609145846491799,0.1054611791671222,0.5246214294568115,0.3712233506682701
301,1698167047,850519423,0.6588161478688757,-0.032345643477324174,-0.1522306685201947,0.0021156772560013237,0.9981502594934566,-0.03009385208654517,0.052782037185837,95.77922058105469,0.0,1.345301150975508,-0.6262476566542201,-0.19596604565236161,1.6083788560978562,0.10584467436409355,0.5238544390628688,0.3723738362591842
401,1698167047,940517864,0.6575880178115082,-0.03309972329843667,-0.15288208457479377,0.0011546002607395604,0.998195997786111,-0.03078692034311722,0.05153234360879551,95.77922058105469,0.0,1.3449176557785365,-0.6254806662602774,-0.19558255045539025,1.609145846491799,0.10507768397015084,0.5250049246537829,0.3708398554712988
501,1698167048,40517795,0.657155473976039,-0.032386087750836005,-0.1530002194698047,0.0012209046126515522,0.9982080366705347,-0.030523758296865718,0.05145410671382746,95.77922058105469,0.0,1.3456846461724792,-0.6254806662602774,-0.1951990552584189,1.6095293416887704,0.1054611791671222,0.5246214294568115,0.37160684586524145
601,1698167048,150518111,0.6567347729898075,-0.031194953597367684,-0.1531603299938056,0.00012663398469945044,0.9982162263570138,-0.03036805791848702,0.05140165814112051,95.77922058105469,0.0,1.3472186269603645,-0.6250971710633061,-0.19481556006144754,1.609145846491799,0.1054611791671222,0.5246214294568115,0.3712233506682701
701,1698167048,250518031,0.6575158681061841,-0.031084358506075035,-0.15274036346020883,-0.00036904524115288973,0.9981900831990994,-0.030262790980468194,0.05196715395957012,95.77922058105469,0.0,1.3472186269603645,-0.6254806662602774,-0.1951990552584189,1.6083788560978562,0.1054611791671222,0.5246214294568115,0.37007286507735604
801,1698167048,350518035,0.6559014042614494,-0.030592491740754603,-0.15347560195168353,-0.005468696225673087,0.9982414850408186,-0.030497550750148716,0.05053642551007035,95.77922058105469,0.0,1.347602122157336,-0.6247136758663347,-0.19404856966750483,1.609145846491799,0.10584467436409355,0.5253884198507542,0.3604854851530722
901,1698167048,450516946,0.6557504680364352,-0.030778642821650777,-0.15358463185127416,-0.014336316497503384,0.9981435928071059,-0.031100238771487182,0.050364802350079625,95.77922058105469,0.0,1.3479856173543072,-0.6247136758663347,-0.1944320648644762,1.6099128368857418,0.10584467436409355,0.5246214294568115,0.34284470609239
1001,1698167048,550517654,0.6556332569581736,-0.030801404336188606,-0.1539763099453334,-0.022350649898276453,0.9979733649307589,-0.031522020755293596,0.050556637006489755,87.82467651367188,7.4193549156188965,1.3483691125512787,-0.6243301806693634,-0.1944320648644762,1.6110633224766557,0.1054611791671222,0.5223204582749834,0.32750489821353584
1101,1698167048,650517665,0.6550421374766787,-0.031153221700535763,-0.1546066732604778,-0.023885558390433582,0.9979678824708903,-0.03145729507134578,0.05000024243679934,54.54545593261719,0.0,1.347602122157336,-0.6235631902754207,-0.19404856966750483,1.6118303128705984,0.10661166475803625,0.5215534678810406,0.3229029558498796
1201,1698167048,740524374,0.6549553496064897,-0.03192033309267561,-0.15472017482145223,-0.02371976451539871,0.9979642747782878,-0.031802453488100804,0.04993278471823408,20.12986946105957,20.0,1.3472186269603645,-0.6235631902754207,-0.1944320648644762,1.612597303264541,0.1062281695610649,0.5211699726840693,0.3229029558498796
1301,1698167048,850517090,0.6553990265568002,-0.03235076844731279,-0.15429803811917958,-0.024204429954368233,0.9979404511818654,-0.03191656887902201,0.050103234391701945,5.681818008422852,0.0,1.3464516365664219,-0.6243301806693634,-0.1944320648644762,1.612597303264541,0.1054611791671222,0.5215534678810406,0.32175247025896553
1401,1698167048,950518565,0.6560346551272973,-0.03211126293993027,-0.15401572362343421,-0.023921368715134436,0.9979127455552876,-0.031731220113909914,0.05090235797274206,5.681818008422852,0.0,1.3468351317633933,-0.6247136758663347,-0.19481556006144754,1.612597303264541,0.1054611791671222,0.5204029822901266,0.32251946065290826
1501,1698167049,40517120,0.6559987806266794,-0.031303817970908726,-0.15338806970921545,-0.023815659373489503,0.9979347311077067,-0.031354405279662316,0.05075419280368731,5.681818008422852,0.0,1.3472186269603645,-0.6258641614572488,-0.1944320648644762,1.6122138080675699,0.10584467436409355,0.5219369630780121,0.3229029558498796
1601,1698167049,150520843,0.656643999691066,-0.03232103944235955,-0.15335779993281964,-0.023771406344723828,0.9978993889885803,-0.03165952632827847,0.051277715328213784,5.681818008422852,0.0,1.3464516365664219,-0.6258641614572488,-0.1951990552584189,1.612597303264541,0.1054611791671222,0.5207864774870979,0.32213596545593687
1702,1698167049,250533235,0.6582536227323642,-0.03197740840563655,-0.1513427982983083,-0.023814888368844944,0.9978258203436923,-0.031566237669859505,0.05272623622815416,5.681818008422852,0.0,1.3472186269603645,-0.6293156182299909,-0.19634954084933295,1.612597303264541,0.10431069357620813,0.5215534678810406,0.3229029558498796
1802,1698167049,350517191,0.6657230294567447,-0.0332006538564657,-0.14428487943512336,-0.020958102801246187,0.997621800808338,-0.030090938474202866,0.05836125341905499,5.681818008422852,0.0,1.3441506653845938,-0.6412039693361029,-0.20056798801601786,1.6122138080675699,0.10469418877317949,0.5223204582749834,0.32213596545593687
1902,1698167049,450519453,0.6762424646699994,-0.03212969340802639,-0.13175694390851084,-0.01753259099524302,0.99724077566739,-0.02639077640748276,0.06713397440868636,5.681818008422852,0.0,1.3410827038088229,-0.6634466907604415,-0.2044029399857314,1.613364293658484,0.10469418877317949,0.5242379342598401,0.32213596545593687
2002,1698167049,550517497,0.6868767638559004,-0.031810345451038696,-0.11616836299755623,-0.01299830270356248,0.9968143113785383,-0.02257610812652948,0.07538296955955406,5.681818008422852,0.0,1.336864256642138,-0.6914418401393503,-0.20862138715241627,1.6152817696433406,0.10431069357620813,0.5319078381992672,0.32251946065290826
2102,1698167049,650517122,0.6954286181404704,-0.03229858601644238,-0.09918483860134675,-0.0069538667046632405,0.9966917411329245,-0.01842033371081361,0.07885371393444786,5.681818008422852,0.0,1.3276603719148257,-0.7213544655031158,-0.20938837754635897,1.612597303264541,0.10507768397015084,0.5541505596236057,0.32175247025896553
2202,1698167049,750518030,0.6992909352742412,-0.03852275628155291,-0.08422034994862614,0.0012469827647337878,0.9969803439381563,-0.01742765480692716,0.0756631725667833,5.681818008422852,0.0,1.3138545448238568,-0.7485826244880819,-0.21015536794030168,1.6099128368857418,0.10431069357620813,0.5882816321540562,0.32175247025896553
2302,1698167049,840524242,0.7011640334586511,-0.04559498449785272,-0.07084128330674777,0.008242796913825906,0.9974293505101728,-0.01698913985617493,0.06912391891986402,5.681818008422852,0.0,1.2981312417480313,-0.7715923363063631,-0.20977187274333034,1.6030099233402573,0.10507768397015084,0.6289321230330196,0.3175340230922806
2403,1698167049,950522272,0.7124112152321624,-0.05326781593444991,-0.052771622173375055,0.011480533470947425,0.9975755391898826,-0.014980747499281442,0.0669837156747841,5.681818008422852,0.0,1.2739710443388361,-0.7930680673367589,-0.20747090156150222,1.5761652595522626,0.10392719837923678,0.6776360130483815,0.3021942152134265
2503,1698167050,50520700,0.7285299854465768,-0.0575314651416862,-0.03518944268161593,0.01883880429951707,0.997375691546672,-0.010646064214669827,0.06909045289401139,5.681818008422852,0.0,1.2509613325205549,-0.8057234088368136,-0.20401944478876002,1.5358982638702705,0.10507768397015084,0.7221214558970586,0.29759227284977025
