Time,ROS secs,ROS nsecs,________p_x________,________p_y________,________p_z________,________q_x________,________q_y________,________q_z________,________q_w________,gripper_position,gripper_force,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint
10900,0,0,0,0,0,0,0,0,0,0,0,-0.153230610826636,-2.24923779202111,-1.71485311868369,-0.0902470691688309,1.75491493153865,-2.88112711636702
11000,0,0,0,0,0,0,0,0,0,0,0,-0.141477738813589,-2.25121433731739,-1.70819765392645,-0.0951958441857483,1.75207556388331,-2.88081142837815
11100,0,0,0,0,0,0,0,0,0,0,0,-0.129724866800541,-2.25319088261367,-1.7015421891692,-0.100144619202665,1.74923619622797,-2.88049574038928
11200,0,0,0,0,0,0,0,0,0,0,0,-0.117732394547843,-2.25536821924169,-1.69553696025362,-0.10512161304969,1.7465064965116,-2.88018241590507
11300,0,0,0,0,0,0,0,0,0,0,0,-0.105632203684012,-2.25763582691206,-1.68982406202132,-0.110111293416527,1.7438261009115,-2.87987015399676
11400,0,0,0,0,0,0,0,0,0,0,0,-0.0935015736880975,-2.25990363922391,-1.68409316354149,-0.115095404834989,1.74112044923418,-2.87955916642782
11500,0,0,0,0,0,0,0,0,0,0,0,-0.0812481778376779,-2.26217227688735,-1.67828966720429,-0.120057055800117,1.73831293578588,-2.87925331847199
11600,0,0,0,0,0,0,0,0,0,0,0,-0.0689947819872581,-2.26444091455078,-1.67248617086708,-0.125018706765244,1.73550542233758,-2.87894747051616
11700,0,0,0,0,0,0,0,0,0,0,0,-0.0569868735311989,-2.26663038127049,-1.66590257766641,-0.133013907766515,1.73245741394887,-2.87887605826153
11800,0,0,0,0,0,0,0,0,0,0,0,-0.0451126922152545,-2.26876294704867,-1.65761693213838,-0.144556100458278,1.72911651547041,-2.87889115413151
11900,0,0,0,0,0,0,0,0,0,0,0,-0.0332660750436224,-2.2708800389898,-1.64935047425266,-0.156092317657619,1.72577995139684,-2.87891145091217
12000,0,0,0,0,0,0,0,0,0,0,0,-0.0226460623716833,-2.2723085451386,-1.64193786650393,-0.16736262542721,1.72263626835306,-2.87916318823314
12100,0,0,0,0,0,0,0,0,0,0,0,-0.0120260496997438,-2.2737370512874,-1.6345252587552,-0.178632933196803,1.71949258530929,-2.87941492555411
12200,0,0,0,0,0,0,0,0,0,0,0,0.00130044346369873,-2.27507124866665,-1.62753944298183,-0.188748314434828,1.711772331711,-2.87978003982922
12300,0,0,0,0,0,0,0,0,0,0,0,0.0151569117400065,-2.27638697877782,-1.62063720036778,-0.198637541329292,1.70315590742026,-2.88016735524866
12400,0,0,0,0,0,0,0,0,0,0,0,0.028809558035847,-2.27759019151415,-1.61407927698871,-0.207729971845855,1.69507550190462,-2.88007432686056
12500,0,0,0,0,0,0,0,0,0,0,0,0.0424071739764473,-2.2787630254312,-1.60761431713483,-0.216607273515033,1.68713981730446,-2.87985160936677
12600,0,0,0,0,0,0,0,0,0,0,0,0.0561878989992997,-2.27991077402652,-1.60130450623,-0.225113738280502,1.67916251466001,-2.87960262625634
12700,0,0,0,0,0,0,0,0,0,0,0,0.0702917462041946,-2.28101425598145,-1.59526847785051,-0.232965808255528,1.67111177102008,-2.87930729370624
12800,0,0,0,0,0,0,0,0,0,0,0,0.0843955934090895,-2.28211773793638,-1.58923244947103,-0.240817878230555,1.66306102738015,-2.87901196115615
12900,0,0,0,0,0,0,0,0,0,0,0,0.0981661759604894,-2.28326078457562,-1.58310145522703,-0.248402664753939,1.65571626618257,-2.87867344623056
13000,0,0,0,0,0,0,0,0,0,0,0,0.111751282376364,-2.28442585066597,-1.57691760838865,-0.255838696522862,1.64876441462536,-2.87831089845287
13100,0,0,0,0,0,0,0,0,0,0,0,0.125336388792238,-2.28559091675632,-1.57073376155027,-0.263274728291786,1.64181256306815,-2.87794835067518
13200,0,0,0,0,0,0,0,0,0,0,0,0.138921495208112,-2.28675598284668,-1.56454991471189,-0.27071076006071,1.63486071151094,-2.87758580289749
13300,0,0,0,0,0,0,0,0,0,0,0,0.152506601623987,-2.28792104893703,-1.55836606787351,-0.278146791829633,1.62790885995373,-2.87722325511981
13400,0,0,0,0,0,0,0,0,0,0,0,0.166091708039861,-2.28908611502739,-1.55218222103513,-0.285582823598557,1.62095700839652,-2.87686070734212
13500,0,0,0,0,0,0,0,0,0,0,0,0.179676814455736,-2.29025118111774,-1.54599837419675,-0.293018855367481,1.61400515683931,-2.87649815956443
13600,0,0,0,0,0,0,0,0,0,0,0,0.19326192087161,-2.29141624720809,-1.53981452735837,-0.300454887136405,1.6070533052821,-2.87613561178674
13700,0,0,0,0,0,0,0,0,0,0,0,0.206847027287484,-2.29258131329845,-1.53363068051999,-0.307890918905328,1.60010145372489,-2.87577306400905
13800,0,0,0,0,0,0,0,0,0,0,0,0.220432133703358,-2.2937463793888,-1.52744683368161,-0.315326950674252,1.59314960216768,-2.87541051623136
13900,0,0,0,0,0,0,0,0,0,0,0,0.234017240119233,-2.29491144547915,-1.52126298684323,-0.322762982443175,1.58619775061047,-2.87504796845367
14000,0,0,0,0,0,0,0,0,0,0,0,0.247697458823817,-2.29589238289481,-1.51520755437558,-0.329599671464171,1.57922821168679,-2.87466441723986
14100,0,0,0,0,0,0,0,0,0,0,0,0.261712131684825,-2.29622584771357,-1.50960367996229,-0.334328823426738,1.57219647666511,-2.87420700925523
14200,0,0,0,0,0,0,0,0,0,0,0,0.275726804545833,-2.29655931253233,-1.503999805549,-0.339057975389304,1.56516474164343,-2.87374960127059
14300,0,0,0,0,0,0,0,0,0,0,0,0.289741477406841,-2.29689277735109,-1.49839593113571,-0.343787127351871,1.55813300662175,-2.87329219328595
14400,0,0,0,0,0,0,0,0,0,0,0,0.303756150267849,-2.29722624216985,-1.49279205672243,-0.348516279314437,1.55110127160007,-2.87283478530132
14500,0,0,0,0,0,0,0,0,0,0,0,0.317770823128857,-2.29755970698861,-1.48718818230914,-0.353245431277003,1.54406953657839,-2.87237737731668
14600,0,0,0,0,0,0,0,0,0,0,0,0.331785495989865,-2.29789317180737,-1.48158430789585,-0.35797458323957,1.53703780155671,-2.87191996933204
14700,0,0,0,0,0,0,0,0,0,0,0,0.345601359319783,-2.29901866433754,-1.47603632445737,-0.364194787919079,1.52649766684864,-2.86398308496111
14800,0,0,0,0,0,0,0,0,0,0,0,0.359470041195536,-2.30031422739409,-1.47041818457399,-0.370766404572936,1.51499960786039,-2.8539764091218
14900,0,0,0,0,0,0,0,0,0,0,0,0.37333872307129,-2.30160979045064,-1.46480004469061,-0.377338021226794,1.50350154887214,-2.84396973328249
15000,0,0,0,0,0,0,0,0,0,0,0,0.387207404947044,-2.30290535350718,-1.45918190480723,-0.383909637880651,1.49200348988389,-2.83396305744318
15100,0,0,0,0,0,0,0,0,0,0,0,0.401076086822797,-2.30420091656373,-1.45356376492385,-0.390481254534508,1.48050543089564,-2.82395638160388
15200,0,0,0,0,0,0,0,0,0,0,0,0.414944768698551,-2.30549647962027,-1.44794562504047,-0.397052871188366,1.46900737190739,-2.81394970576457
15300,0,0,0,0,0,0,0,0,0,0,0,0.427909549373549,-2.30743976981878,-1.44108902290302,-0.404952819043831,1.4576134735766,-2.80338752788845
15400,0,0,0,0,0,0,0,0,0,0,0,0.440211678823092,-2.30985790968451,-1.43332450236734,-0.41382656834775,1.44629593556843,-2.79241811069775
15500,0,0,0,0,0,0,0,0,0,0,0,0.45288560833588,-2.3122711051907,-1.42454790413257,-0.422993198277223,1.4346630582243,-2.78117148704646
15600,0,0,0,0,0,0,0,0,0,0,0,0.466230861465322,-2.31467537314237,-1.41394389453222,-0.432688654584725,1.42246080296868,-2.76942433834935
15700,0,0,0,0,0,0,0,0,0,0,0,0.479908293896382,-2.31669768802307,-1.40363303452176,-0.448194647342796,1.40841043243169,-2.75707271527924
15800,0,0,0,0,0,0,0,0,0,0,0,0.493680643611948,-2.31862629061921,-1.39339597276715,-0.465079192375803,1.39387496099601,-2.74456297438375
15900,0,0,0,0,0,0,0,0,0,0,0,0.507979256455683,-2.32018363371267,-1.38284501683099,-0.480828016363082,1.37636383215477,-2.73163592579531
16000,0,0,0,0,0,0,0,0,0,0,0,0.520790073186349,-2.32284616860971,-1.37133127740327,-0.494796690540951,1.35629567584771,-2.71915629236927
16100,0,0,0,0,0,0,0,0,0,0,0,0.534013007217244,-2.32502525396741,-1.36000277802201,-0.50738996505031,1.3348545682226,-2.70630267968643
16200,0,0,0,0,0,0,0,0,0,0,0,0.54723594124814,-2.32720433932512,-1.34867427864074,-0.519983239559669,1.3134134605975,-2.69344906700358
16300,0,0,0,0,0,0,0,0,0,0,0,0.560458875279035,-2.32938342468282,-1.33734577925948,-0.532576514069028,1.29197235297239,-2.68059545432073
16400,0,0,0,0,0,0,0,0,0,0,0,0.567299789043188,-2.3311068251721,-1.32341527897754,-0.556099773052703,1.27872771369134,-2.66068635380121
16500,0,0,0,0,0,0,0,0,0,0,0,0.5730556539323,-2.32829141877167,-1.30844999833836,-0.586335354924071,1.26914401631331,-2.64036747018977
16600,0,0,0,0,0,0,0,0,0,0,0,0.577806812492361,-2.32397828716849,-1.2971370846833,-0.617495007367762,1.26041129629217,-2.61566083916558
16700,0,0,0,0,0,0,0,0,0,0,0,0.581788326503237,-2.32172832761761,-1.28894540084777,-0.649131095827472,1.25281097904939,-2.58568537750641
16800,0,0,0,0,0,0,0,0,0,0,0,0.586087813367964,-2.32209931299332,-1.2805725960765,-0.681202805888993,1.24602627829172,-2.5548078585259
16900,0,0,0,0,0,0,0,0,0,0,0,0.590339999076485,-2.32255844882797,-1.27227872013213,-0.712374796125205,1.23938599297324,-2.52525153377778
17000,0,0,0,0,0,0,0,0,0,0,0,0.593539742472026,-2.32372238997436,-1.2661954756252,-0.73730980357532,1.23492007478261,-2.50052548516149
17100,0,0,0,0,0,0,0,0,0,0,0,0.59641210027008,-2.3250162574304,-1.26592152077311,-0.751705454189716,1.23214919044921,-2.4756756248015
17200,0,0,0,0,0,0,0,0,0,0,0,0.59889712473384,-2.32701326933948,-1.26609768094714,-0.763655748770306,1.22985660809427,-2.45544257367644
17300,0,0,0,0,0,0,0,0,0,0,0,0.600106386628022,-2.32767499303077,-1.26693827294777,-0.771563754218975,1.2288542608033,-2.44061846030357
17400,0,0,0,0,0,0,0,0,0,0,0,0.601229720316553,-2.32812644380832,-1.26779039400557,-0.779385818890868,1.22793468774129,-2.4257622481691
