Time,ROS secs,ROS nsecs,________p_x________,________p_y________,________p_z________,________q_x________,________q_y________,________q_z________,________q_w________,gripper_position,gripper_force,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint
3700,1701121436,984687805,-0.818738999863114,0.711700892173065,0.4007578122307759,0.36057759974820275,-0.9313965406981604,-0.004914413318888853,0.049599668114374426,255,-1,-0.5703056494342249,-2.2625725905047815,-1.0776274839984339,-1.3047393004046839,1.6450468301773071,-2.8772786299334925
3800,1701121437,81223487,-0.8154205081080715,0.7101738356535524,0.4136176470096704,0.360478418942582,-0.9312130791342494,-0.009597013565664416,0.05296610290163767,255,-1,-0.5707123915301722,-2.250248734151022,-1.0779631773578089,-1.3051345984088343,1.6449869871139526,-2.8772667090045374
3900,1701121437,184738159,-0.8119302498183413,0.7080197437044335,0.4280376759661424,0.3605598888546698,-0.9308844972214808,-0.014943459479730805,0.05680943936175173,255,-1,-0.5707963148700159,-2.2365577856646937,-1.07813007036318,-1.305338207875387,1.6448787450790405,-2.8772545496570032
4000,1701121437,281227350,-0.8087547540236208,0.7064433608044873,0.4394316453748172,0.36049675033391665,-0.9306445107897284,-0.019137138200134917,0.05980516262950626,255,-1,-0.5711196104632776,-2.22584039369692,-1.0786212126361292,-1.305566136037008,1.6447829008102417,-2.8772905508624476
4100,1701121437,384790182,-0.8065416870142676,0.7055540493110504,0.4452243443808871,0.3603515661075308,-0.9305630698764624,-0.02117155157762227,0.06124448701507635,255,-1,-0.5715625921832483,-2.219966236745016,-1.0802491346942347,-1.3055060545550745,1.6447829008102417,-2.877326552067892
4200,1701121437,480783700,-0.8052724684415065,0.7047520413317764,0.44518100617138257,0.3603241143767909,-0.9306126796449251,-0.02060949866510486,0.060842597310160215,255,-1,-0.5715745131122034,-2.2172682921039026,-1.0846179167376917,-1.3054822126971644,1.644758939743042,-2.877314631138937
4300,1701121437,584951639,-0.8013203387978942,0.7022140518095707,0.4433691972488482,0.360282711908706,-0.930805088469024,-0.018024401292788206,0.058935352191339545,255,-1,-0.5715983549701136,-2.2094395796405237,-1.0996626059161585,-1.3053625265704554,1.6447229385375977,-2.8773024717914026
4400,1701121437,680800914,-0.7940758156071805,0.697597694394818,0.439803388088715,0.3601504979490242,-0.931148168380368,-0.013279940869787892,0.05548288492364752,255,-1,-0.5716102758990687,-2.1958683172809046,-1.1256478468524378,-1.3049309889422815,1.6447468996047974,-2.8772786299334925
4500,1701121437,784913063,-0.7834718753877815,0.6908985871197102,0.43715144332434813,0.3599544053087243,-0.9315125324664869,-0.007889140724811741,0.051526589401385166,255,-1,-0.5716822783099573,-2.1758111158954065,-1.1597359816180628,-1.3040922323810022,1.6447349786758423,-2.8772545496570032
4600,1701121437,880820989,-0.7733338661267792,0.684369575011732,0.4351570108857872,0.3598266421000535,-0.931770835727916,-0.0033024643861541904,0.048135133228018934,255,-1,-0.5717299620257776,-2.156736675892965,-1.1919696966754358,-1.3024738470660608,1.6446510553359985,-2.8772545496570032
4700,1701121437,984995841,-0.7626109433897378,0.6775248057199442,0.4312189653691538,0.35968612327491306,-0.9319880100537856,0.0005925194071571147,0.044987673425070554,255,-1,-0.5716941992389124,-2.137577835713522,-1.2276032606707972,-1.2953909079181116,1.6440634727478027,-2.877206627522604
4800,1701121438,81202745,-0.7543058920981699,0.6724829490211501,0.4268184124448441,0.359760112098993,-0.9318681223596537,-0.0038480171890346764,0.046686797235690275,255,-1,-0.5717061201678675,-2.1224473158465784,-1.2621482054339808,-1.264123264943258,1.6414239406585693,-2.8771947065936487
4900,1701121438,184695243,-0.747959691437381,0.6685831128144583,0.42187116125919344,0.3601348446654311,-0.9307949079115158,-0.021921015614430397,0.05867880484664345,255,-1,-0.5717180410968226,-2.108767334614889,-1.3025229612933558,-1.1919825712787073,1.6397442817687988,-2.8771467844592493
5000,1701121438,281178474,-0.7424955027365098,0.6650917364018222,0.418342718156871,0.36034493442003945,-0.9288672868687959,-0.04312510908098509,0.07414389111432293,255,-1,-0.5717061201678675,-2.096490208302633,-1.340097729359762,-1.1141966024981897,1.6397442817687988,-2.877218786870138
