Time,ROS secs,ROS nsecs,________p_x________,________p_y________,________p_z________,________q_x________,________q_y________,________q_z________,________q_w________,gripper_position,gripper_force,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2
1,1698166983,9974175,0.5838981506041255,-0.585603720470268,-0.13658598224179322,-0.04393514330924294,0.9969868583284416,-0.047575022155504014,0.04270274897104069,96.10389709472656,0.0,0.36777189389552795,-0.7221214558970586,-0.17909225698562206,1.7821021803258794,0.2684466378799474,0.3992185000471789,-0.8494418612915479
101,1698166983,99973070,0.58301533684724,-0.5865660047064397,-0.1361323665549621,-0.04351367794442053,0.9970259442151327,-0.04778922085805251,0.04197638340130044,96.10389709472656,0.0,0.36777189389552795,-0.7228884462910012,-0.18100973297047881,1.7821021803258794,0.26806314268297604,0.4011359760320357,-0.8494418612915479
201,1698166983,209973009,0.5841062442802439,-0.5863053968753869,-0.13614185549324778,-0.043337795516525064,0.9969888674664983,-0.04803266983094043,0.04275390340716281,96.10389709472656,0.0,0.3685388842894706,-0.7225049510940299,-0.18062623777350748,1.7813351899319367,0.2688301330769188,0.39998549044112164,-0.8486748708976052
301,1698166983,309973310,0.5831959535606183,-0.5862020371605857,-0.13619953607189475,-0.04329560126719975,0.9970569566062262,-0.047483894365864365,0.04181143348287919,96.10389709472656,0.0,0.3685388842894706,-0.7225049510940299,-0.18139322816745018,1.7813351899319367,0.2688301330769188,0.40228646162294973,-0.8490583660945765
401,1698166983,409973288,0.5832522107572157,-0.5867288231167355,-0.13644014009678657,-0.043402172178470075,0.9970230738986144,-0.04797572660013362,0.04194724330796907,96.10389709472656,0.0,0.3685388842894706,-0.7217379607000872,-0.18177672336442152,1.7809516947349653,0.2688301330769188,0.4011359760320357,-0.8494418612915479
501,1698166983,509976832,0.582234656072055,-0.585685280017402,-0.13679496266449997,-0.04325904278993599,0.9971157673286009,-0.046975462609660276,0.041013505997445535,96.10389709472656,0.0,0.3685388842894706,-0.7217379607000872,-0.18139322816745018,1.7821021803258794,0.2688301330769188,0.4026699568199211,-0.8490583660945765
601,1698166983,609973587,0.5826365901989599,-0.5860953123172199,-0.1366264990106691,-0.04313367908202242,0.9970984894748673,-0.04713687692148218,0.04137877293826144,96.10389709472656,0.0,0.3681553890924993,-0.7217379607000872,-0.18139322816745018,1.7813351899319367,0.2692136282738901,0.4026699568199211,-0.8494418612915479
701,1698166983,709991542,0.582168046329913,-0.5859703861399753,-0.1365544074334915,-0.04321163551624094,0.9971117037327851,-0.047182394968534935,0.04092464343335702,96.10389709472656,0.0,0.368922379486442,-0.7221214558970586,-0.1821602185613929,1.7821021803258794,0.2688301330769188,0.40305345201689247,-0.8490583660945765
801,1698166983,809974097,0.5823603240776294,-0.5857655314449383,-0.1367026985057813,-0.04335608394398179,0.9971086384367561,-0.04706480723248549,0.04098191137575245,96.10389709472656,0.0,0.368922379486442,-0.7217379607000872,-0.18177672336442152,1.781718685128908,0.2688301330769188,0.40305345201689247,-0.8490583660945765
901,1698166983,899974959,0.5839944051911355,-0.585646061527146,-0.1362004138761757,-0.04465605468665824,0.9969674868623275,-0.04769073020652973,0.04227601177506238,93.34415435791016,20.0,0.36930587468341336,-0.7225049510940299,-0.18062623777350748,1.7813351899319367,0.2684466378799474,0.4011359760320357,-0.8502088516854905
