Time,ROS secs,ROS nsecs,________p_x________,________p_y________,________p_z________,________q_x________,________q_y________,________q_z________,________q_w________,gripper_position,gripper_force,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint
8100,0,0,0,0,0,0,0,0,0,0,0,-0.00965442299573435,-2.43220031807661,-0.909768577637114,-1.61166665417714,1.56598945616585,-2.87500431101202
8200,0,0,0,0,0,0,0,0,0,0,0,-0.00986294080483277,-2.44725846962256,-0.909313472652831,-1.61023455016653,1.5660872322342,-2.87520880770133
8300,0,0,0,0,0,0,0,0,0,0,0,-0.0100714586139311,-2.46231662116851,-0.908858367668549,-1.60880244615592,1.56618500830256,-2.87541330439063
8400,0,0,0,0,0,0,0,0,0,0,0,-0.0102221590763137,-2.4748305400171,-0.908781460900862,-1.60773993464997,1.56630956722712,-2.87560789510193
8500,0,0,0,0,0,0,0,0,0,0,0,-0.00989025697516091,-2.48180893457005,-0.909356498439906,-1.60747742369789,1.56633137716332,-2.87585017763455
8600,0,0,0,0,0,0,0,0,0,0,0,-0.00973332438369631,-2.48623160414755,-0.909689765630263,-1.6072957908752,1.56636475601082,-2.87601082559868
8700,0,0,0,0,0,0,0,0,0,0,0,-0.00979834320121961,-2.48741229882156,-0.909716343560082,-1.60721675315496,1.56641281019329,-2.87606791890618
8800,0,0,0,0,0,0,0,0,0,0,0,-0.00986336201874302,-2.48859299349557,-0.909742921489902,-1.60713771543472,1.56646086437576,-2.87612501221367
8900,0,0,0,0,0,0,0,0,0,0,0,-0.00992838083626629,-2.48977368816958,-0.909769499419721,-1.60705867771448,1.56650891855823,-2.87618210552116
9000,0,0,0,0,0,0,0,0,0,0,0,-0.00999339965378965,-2.49095438284359,-0.909796077349541,-1.60697963999424,1.56655697274071,-2.87623919882866
9100,0,0,0,0,0,0,0,0,0,0,0,-0.010058418471313,-2.4921350775176,-0.90982265527936,-1.606900602274,1.56660502692318,-2.87629629213615
9200,0,0,0,0,0,0,0,0,0,0,0,-0.0101234372888363,-2.49331577219161,-0.90984923320918,-1.60682156455376,1.56665308110565,-2.87635338544365
9300,0,0,0,0,0,0,0,0,0,0,0,-0.0101884561063597,-2.49449646686562,-0.909875811139,-1.60674252683352,1.56670113528812,-2.87641047875114
9400,0,0,0,0,0,0,0,0,0,0,0,-0.010253474923883,-2.49567716153963,-0.909902389068819,-1.60666348911329,1.5667491894706,-2.87646757205863
9500,0,0,0,0,0,0,0,0,0,0,0,-0.0103184937414063,-2.49685785621364,-0.909928966998639,-1.60658445139305,1.56679724365307,-2.87652466536613
9600,0,0,0,0,0,0,0,0,0,0,0,-0.0110149796111809,-2.49591442170038,-0.909528854940764,-1.60504191818208,1.56555657151928,-2.87390810371049
9700,0,0,0,0,0,0,0,0,0,0,0,-0.0110207875402629,-2.49774557970847,-0.910329020819396,-1.60492419097747,1.56543218070983,-2.87370311926655
9800,0,0,0,0,0,0,0,0,0,0,0,-0.0110265954693449,-2.49957673771656,-0.911129186698028,-1.60480646377285,1.56530778990038,-2.87349813482261
9900,0,0,0,0,0,0,0,0,0,0,0,-0.0105697509125297,-2.49944194221813,-0.91138028504146,-1.60429716586549,1.56515526245586,-2.87312621030593
10000,0,0,0,0,0,0,0,0,0,0,0,-0.0100421020882726,-2.49764406246157,-0.911245252755502,-1.60381049366406,1.56499644592004,-2.87274668239099
10100,0,0,0,0,0,0,0,0,0,0,0,-0.0101913116555848,-2.48881945625709,-0.911233779465172,-1.60155977023027,1.56533163459561,-2.87267349686661
10200,0,0,0,0,0,0,0,0,0,0,0,-0.0104942965788499,-2.47902448924252,-0.91303021230556,-1.5934292506606,1.56624109217937,-2.87243818752694
10300,0,0,0,0,0,0,0,0,0,0,0,-0.0112641391623979,-2.46902451106208,-0.918424179068857,-1.57414645100388,1.56810464260871,-2.87175471189361
10400,0,0,0,0,0,0,0,0,0,0,0,-0.0147762693450006,-2.44749079621614,-0.946964038312946,-1.51279951420273,1.57270917039509,-2.87078406664365
