Time,ROS secs,ROS nsecs,________p_x________,________p_y________,________p_z________,________q_x________,________q_y________,________q_z________,________q_w________,gripper_position,gripper_force,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2
0,1698167077,110658918,0.9492224320495851,-0.19061307893952664,-0.14364097403720072,0.05832265690875162,0.9872098080243799,-0.04412332269763432,0.1416629627873551,96.10389709472656,0.0,1.0415729549741959,-0.13690778531877318,-0.37850975941072584,0.5384272565477802,0.25080585881926515,0.9311263382464462,0.2515728492132078
100,1698167077,210659619,0.9492052468309043,-0.19115545320531033,-0.14340453858906976,0.05859948040466864,0.9871845587027084,-0.04449342325649737,0.14160890947309773,96.10389709472656,0.0,1.0415729549741959,-0.13729128051574452,-0.3792767498046685,0.5388107517447516,0.25080585881926515,0.9315098334434175,0.2519563444101792
200,1698167077,310659939,0.9496205778082888,-0.19168266070464257,-0.142605644758902,0.058889061809054885,0.9871266484567334,-0.044615543588687134,0.14185383877820185,96.10389709472656,0.0,1.0411894597772247,-0.13805827090968723,-0.38004374019861126,0.5384272565477802,0.2511893540162365,0.9322768238373602,0.2519563444101792
300,1698167077,400659415,0.9491934075884844,-0.19274909443132862,-0.14309953371728015,0.05898597285894544,0.9871550329936143,-0.045209824357222796,0.14142725205153836,96.10389709472656,0.0,1.0408059645802532,-0.13767477571271589,-0.38081073059255394,0.5391942469417229,0.2511893540162365,0.9322768238373602,0.2515728492132078
400,1698167077,510659758,0.9493340720615557,-0.19095699315293133,-0.14317118733637016,0.057938554881086415,0.9871681555638664,-0.04499555281251239,0.14183637307130317,96.10389709472656,0.0,1.04272344056511,-0.13729128051574452,-0.38081073059255394,0.5388107517447516,0.2511893540162365,0.9315098334434175,0.2515728492132078
500,1698167077,610659553,0.9490023156481008,-0.19223469763569603,-0.14369774793602727,0.0591127130190488,0.987160217244882,-0.04499256735559539,0.14140743096215838,96.10389709472656,0.0,1.0411894597772247,-0.13690778531877318,-0.3804272353955826,0.5391942469417229,0.2511893540162365,0.9315098334434175,0.25233983960715056
600,1698167077,710665625,0.9493408405448085,-0.19167115154822945,-0.14276377916610225,0.05824384745974638,0.9871815756883232,-0.04496793641119264,0.14162653547102122,96.10389709472656,0.0,1.0419564501711673,-0.13805827090968723,-0.38119422578952533,0.5391942469417229,0.2519563444101792,0.9322768238373602,0.25080585881926515
700,1698167077,810659251,0.9496894928103626,-0.19269426490075672,-0.1428763711119168,0.0582782418828121,0.9870994916017893,-0.04535219153526094,0.14206132100429963,96.10389709472656,0.0,1.0411894597772247,-0.13805827090968723,-0.38081073059255394,0.5391942469417229,0.2515728492132078,0.9311263382464462,0.2515728492132078
800,1698167077,910658898,0.949167371566231,-0.19294114778214108,-0.14351023425621448,0.05854623772338052,0.987143797664879,-0.04561948635795696,0.14155678452350515,96.10389709472656,0.0,1.0411894597772247,-0.13690778531877318,-0.38157772098649667,0.5391942469417229,0.2511893540162365,0.9315098334434175,0.2511893540162365
900,1698167077,999675778,0.9489705290386595,-0.1927274100568515,-0.14361105240067673,0.058371666632620174,0.9871958950020541,-0.04550089609642477,0.1413035097937985,96.10389709472656,0.0,1.0411894597772247,-0.13690778531877318,-0.38119422578952533,0.5391942469417229,0.2511893540162365,0.9318933286403889,0.25080585881926515
1000,1698167078,110661627,0.9490480040446627,-0.19347127625062252,-0.1437177765117682,0.05877157121758436,0.9871671398128113,-0.045577663278221464,0.14131389563842264,96.10389709472656,0.0,1.040422469383282,-0.1365242901218018,-0.38157772098649667,0.5388107517447516,0.2515728492132078,0.9318933286403889,0.25080585881926515
1100,1698167078,200660201,0.9486598628792858,-0.19490067320996085,-0.14415697583862688,0.059155306718665895,0.9871442465193029,-0.04658704275189211,0.14098416116178406,96.10389709472656,0.0,1.0400389741863105,-0.13614079492483047,-0.38234471138043935,0.5395777421386942,0.2504223636222938,0.9318933286403889,0.2515728492132078
1200,1698167078,310667134,0.948310316590562,-0.19513674778154472,-0.14493595002937998,0.05913195662674065,0.9871411882872474,-0.04706370720706645,0.1408569968310489,86.0389633178711,37.31182861328125,1.0408059645802532,-0.1349903093339164,-0.38387869216832476,0.5399612373356656,0.2511893540162365,0.9311263382464462,0.2519563444101792
1300,1698167078,400660270,0.9480202957644759,-0.1958919693229462,-0.14681804703600726,0.059740369753648985,0.9870993461599098,-0.04706651591590097,0.14089255520400754,50.97402572631836,1.827957034111023,1.0400389741863105,-0.13192234775814557,-0.38426218736529616,0.5391942469417229,0.2519563444101792,0.928825367064618,0.2527233348041219
1400,1698167078,510659726,0.949406923726315,-0.1960801870626207,-0.14753768307583598,0.06457099455852659,0.9864839935738948,-0.04634299010124867,0.14329076855365938,16.558441162109375,28.602149963378906,1.0400389741863105,-0.13000487177328882,-0.3846456825622675,0.5388107517447516,0.2515728492132078,0.9230729391100477,0.2634612003193198
1500,1698167078,610660450,0.9500364583936719,-0.19634637841007022,-0.14700889508957032,0.0647784370549184,0.9863860281358624,-0.04635048363059597,0.14386796119459525,5.681818008422852,0.0,1.039655478989339,-0.13000487177328882,-0.38502917775923884,0.5376602661538376,0.2515728492132078,0.9230729391100477,0.26384469551629114
1600,1698167078,709681212,0.9507688621996614,-0.1968944325656563,-0.1465292190904886,0.06468975682849748,0.9862488501215302,-0.046606458480955126,0.14476283716234795,5.681818008422852,0.0,1.039655478989339,-0.13038836697026016,-0.3861796633501529,0.5380437613508089,0.2519563444101792,0.9215389583221623,0.2634612003193198
1700,1698167078,810658997,0.9500407612462839,-0.19636228148341603,-0.14721902267445913,0.0645000514971091,0.986359089795045,-0.04671629840006404,0.1440592822394891,5.681818008422852,0.0,1.040422469383282,-0.12962137657631745,-0.3861796633501529,0.5380437613508089,0.2519563444101792,0.922305948716105,0.26384469551629114
1800,1698167078,900659560,0.9503122707167592,-0.1972554706264724,-0.1464863247299245,0.06480565404129772,0.9863172608052498,-0.04705304911391747,0.1440989202284034,5.681818008422852,0.0,1.039655478989339,-0.13038836697026016,-0.38656315854712425,0.5376602661538376,0.2515728492132078,0.9234564343070191,0.26384469551629114
1900,1698167079,674418,0.9513632577572478,-0.19965113155911599,-0.14538898423494123,0.06464329120086869,0.9860874541217904,-0.04875232797872472,0.14517571505930493,5.681818008422852,0.0,1.0392719837923678,-0.13077186216723152,-0.3900146153198664,0.5372767709568662,0.2511893540162365,0.9230729391100477,0.2634612003193198
2000,1698167079,110659162,0.9531446423800469,-0.20276503223913733,-0.142578102341297,0.06426446722680582,0.9857912928615156,-0.051403685859187066,0.14643519471276853,5.681818008422852,0.0,1.0392719837923678,-0.13115535736420286,-0.39730102406232215,0.5330583237901813,0.25233983960715056,0.9269078910797612,0.26307770512234846
2100,1698167079,210661040,0.9567962730276329,-0.2062096330100749,-0.1352539760239122,0.06259802120036155,0.9853892328382395,-0.05614560221735784,0.14811218349587335,5.681818008422852,0.0,1.039655478989339,-0.13153885256117423,-0.4091893751684341,0.5169515255173844,0.2519563444101792,0.9426311941555867,0.26384469551629114
2200,1698167079,310661009,0.9605905240516798,-0.20862201504556338,-0.12256822179129215,0.05950062014973724,0.9853954130775728,-0.06162944837624474,0.1471644222640656,5.681818008422852,0.0,1.0381214982014537,-0.13115535736420286,-0.42146122147151743,0.48742239535059023,0.2519563444101792,0.9763787714890658,0.26384469551629114
2300,1698167079,410659982,0.9625218709665021,-0.20871580787077146,-0.10605080690910518,0.06101527220825511,0.985790411485896,-0.06501540884506098,0.14236361119517196,5.681818008422852,0.0,1.0342865462317403,-0.13230584295511694,-0.4348835533655148,0.43373306777460074,0.25310683000109324,1.040422469383282,0.2718980946526896
2400,1698167079,510662796,0.96417477454551,-0.20218440982950003,-0.08620607263835599,0.07179626104198203,0.985957519906801,-0.061677819885482786,0.13758238395156422,5.681818008422852,0.0,1.0277671278832272,-0.13383982374300235,-0.43603403895642884,0.3723738362591842,0.25464081078897866,1.1102185952320682,0.2998932440315984
2500,1698167079,600658184,0.9655961026750264,-0.19675264662359718,-0.06823981445764751,0.08069900503153642,0.9858525808761344,-0.05889262412106321,0.1345883285835753,5.681818008422852,0.0,1.0208642143377429,-0.13383982374300235,-0.43526704856248616,0.31523305191045253,0.2542573155920073,1.1704273411565707,0.324436936637765
2600,1698167079,699682256,0.9689213128316803,-0.18942384232079004,-0.04844230101014302,0.08747309744457613,0.9856841024366706,-0.05185902354390069,0.13448401058914036,5.681818008422852,0.0,1.0120438248074017,-0.13345632854603098,-0.43756801974431425,0.253873820395036,0.26576217150114795,1.226034144717417,0.34207771569844725
2700,1698167079,810659073,0.9725768799441091,-0.17911570927941847,-0.027173912632082423,0.0867012762946752,0.9861499406072674,-0.040799060074065224,0.1353758472779779,5.681818008422852,0.0,1.0020729496861465,-0.13537380453088776,-0.43795151494128565,0.19328157927356213,0.28532042654668693,1.2774225011115783,0.3432282012893613
2800,1698167079,910659086,0.9739626555821516,-0.17419900798555987,-0.009911210054573572,0.084389440255782,0.9863836255799743,-0.03776642028025864,0.13601273124320376,5.681818008422852,0.0,0.9974710073224903,-0.1407427372884867,-0.43910200053219967,0.15416506918248407,0.2906893593042859,1.3165390112026563,0.34361169648633266
2900,1698167080,10659703,0.9758316629170538,-0.1708355334938414,0.008004269429424393,0.08333603523340026,0.9862477870709526,-0.03584495089483753,0.13815045140922677,5.681818008422852,0.0,0.9959370265346049,-0.15569904997036949,-0.43795151494128565,0.1349903093339164,0.29107285450125725,1.3441506653845938,0.34361169648633266
3000,1698167080,110659259,0.9763541492831606,-0.16635530893532624,0.02332633526373057,0.08484928469321208,0.9862177603557275,-0.030982012839084274,0.13861905686600995,5.681818008422852,0.0,0.9974710073224903,-0.17717478100076528,-0.4387185053352283,0.1365242901218018,0.2998932440315984,1.3610244540513334,0.34399519168330406
3100,1698167080,210661213,0.9768773028525048,-0.15534669021956793,0.03873820159886904,0.08621040075427232,0.986413836245309,-0.017556450982381885,0.1387345720954367,5.681818008422852,0.0,0.998237997716433,-0.19826701683418974,-0.438335010138257,0.1357572997278591,0.324436936637765,1.3759807667332162,0.34361169648633266
3200,1698167080,310658378,0.9790447226801272,-0.143312378011733,0.05123322543782935,0.088059655860706,0.9861525617612034,-0.00018488184899034287,0.14052966861204777,5.681818008422852,0.0,0.9967040169285476,-0.21437381510698658,-0.4387185053352283,0.13460681413694506,0.35703402838033005,1.3809662042938438,0.3432282012893613
